date,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,sub_metering_remainder,historical_prior_target,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU,is_holiday,is_before_holiday,is_after_holiday,dow_sin,dow_cos,month_sin,month_cos,doy_sin,doy_cos,is_weekend,is_month_start,is_month_end,HDD,lag_1,lag_7,lag_14,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7,rolling_std_30,rolling_min_7,rolling_max_7
2007-01-05,2713.364,173.154,240.49576388888892,7.885138888888889,1483.0,379.0,7602.0,35758.73333333333,2144.6125806451614,30.3,11.0,1.0,0.0,0.0,0,0,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.08590610426133272,0.9963032375991965,0,0,0,13.1,3259.412,3174.392,2341.338,2537.4331428571427,2693.242571428571,2505.8956,990.4538111228653,980.41381929353,1014.054,3494.196
2007-01-06,1508.378,192.188,239.67305555555555,4.543888888888889,1336.0,402.0,5678.0,17723.633333333335,2144.6125806451614,30.3,11.0,1.0,0.0,0.0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.10303137904317879,0.9946781061893646,1,0,0,13.1,2713.364,2801.738,4773.386,2471.572,2719.815857142857,2515.7750476190477,955.7600606881758,956.6610514696664,1014.054,3494.196
2007-01-07,2447.62,246.074,240.90248611111113,7.282638888888889,1987.0,8177.0,12810.0,17819.666666666664,2144.6125806451614,30.3,11.0,1.0,0.0,0.0,0,0,0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.1201261651823505,0.9927586335250793,1,0,0,13.1,1508.378,3494.196,2550.012,2286.806285714286,2486.601,2469.984272727273,1005.0396568868497,957.9921132019122,1014.054,3494.196
2007-01-08,2241.36,207.568,239.5769513888889,6.551666666666667,0.0,467.0,17547.0,19342.0,2144.6125806451614,30.3,11.0,1.0,0.0,0.0,0,0,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0.13718540405660057,0.9905453876091833,0,0,0,13.1,2447.62,2749.004,2743.12,2137.2954285714286,2479.2872857142856,2469.011913043478,863.3486091189452,935.9779786326519,1014.054,3259.412
2007-01-09,1869.054,207.248,240.48752083333335,5.521111111111111,1688.0,4267.0,9790.0,15405.900000000001,2144.6125806451614,30.3,11.0,1.0,0.0,0.0,0,0,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.1542040475626894,0.988039023376751,0,0,0,13.1,2241.36,1269.236,3934.11,2064.774857142857,2443.447285714286,2459.5264166666666,823.8175719286852,916.5832366858768,1014.054,3259.412
2007-01-10,2154.8,228.452,241.02745138888892,6.357777777777779,771.0,4456.0,11012.0,19674.333333333336,2144.6125806451614,30.3,11.0,1.0,0.0,0.0,0,0,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0.17117705961019986,0.985240282501282,0,0,0,13.1,1869.054,1014.054,1528.76,2150.463142857143,2295.943285714286,2435.90752,755.6541928958916,905.0226160305389,1014.054,3259.412
2007-01-11,2255.194,230.02,241.1556875,6.658333333333333,1378.0,2170.0,12415.0,21623.566666666666,2144.6125806451614,30.3,11.0,1.0,0.0,0.0,0,0,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.18809941761179758,0.9821499931752291,0,0,0,13.1,2154.8,3259.412,2072.638,2313.4268571428574,2340.6604285714284,2425.0956923076924,569.9082409462726,888.449539464646,1508.378,3259.412
2007-01-12,1461.296,199.14,241.53820833333336,4.309166666666666,0.0,439.0,8276.0,15639.933333333334,2144.6125806451614,30.3,11.0,1.0,0.0,0.0,0,0,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.20496611396949532,0.9787690698649216,0,0,0,13.1,2255.194,2713.364,3174.392,2169.967142857143,2353.7001428571425,2418.803037037037,390.1304838074155,871.8098340773406,1508.378,2713.364
2007-01-13,3186.814,290.736,239.28361111111113,9.453055555555554,7806.0,2975.0,11341.0,30991.566666666666,2144.6125806451614,30.3,11.0,1.0,0.0,0.0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.22177215755648186,0.975098513039961,1,0,0,13.1,1461.296,1508.378,2801.738,1991.100285714286,2231.336142857143,2384.606357142857,386.4781025818107,874.4403124491482,1461.296,2447.62
2007-01-14,3011.038,227.432,238.81801388888888,8.971666666666668,1777.0,4215.0,12991.0,31200.966666666667,2144.6125806451614,30.3,11.0,1.0,0.0,0.0,0,0,0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.23851257519407648,0.9711394088771653,1,0,0,13.1,3186.814,2447.62,3494.196,2230.876857142857,2258.8415714285716,2412.2686896551722,530.7938700058697,871.5090440616332,1461.296,3186.814
2007-01-15,2148.678,174.86,241.2409097222222,6.261527777777778,1099.0,2239.0,15163.0,17310.300000000003,2144.6125806451614,30.3,11.0,1.0,0.0,0.0,0,0,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0.2551824131233728,0.9668929289391521,0,0,0,13.1,3011.038,2241.36,2749.004,2311.365142857143,2224.3302857142858,2432.2276666666667,606.4621538759102,863.3007677589917,1461.296,3186.814
2007-01-16,1686.404,185.428,241.94475694444446,4.975972222222222,2063.0,644.0,6583.0,18816.733333333334,2144.6125806451614,30.3,11.0,1.0,0.0,0.0,0,0,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.2717767384711357,0.9623603298276545,0,0,0,13.1,2148.678,1869.054,1269.236,2298.1248571428573,2181.449857142857,2463.5443999999998,609.2505388818365,833.9453623323873,1461.296,3186.814
2007-01-17,2847.688,200.752,241.00525,8.283888888888889,3500.0,5737.0,16064.0,22160.466666666667,2144.6125806451614,30.3,11.0,1.0,0.0,0.0,0,0,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0.2882906407095177,0.9575429528116719,0,0,0,13.1,1686.404,2154.8,1014.054,2272.032,2211.2475714285715,2406.742533333333,634.0941124975051,826.6355212212993,1461.296,3186.814
2007-01-18,1821.462,177.712,240.89359722222224,5.3425,0.0,336.0,13491.0,16530.7,2144.6125806451614,30.3,11.0,1.0,0.0,0.0,0,0,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.3047192331091634,0.9524422234305676,0,0,0,13.1,2847.688,2255.194,3259.412,2371.016,2342.2214285714285,2428.2046,666.0209861238098,829.5387467682474,1461.296,3186.814
2007-01-19,1480.44,170.052,240.16094444444445,4.37625,2103.0,330.0,7172.0,15069.0,2144.6125806451614,30.3,11.0,1.0,0.0,0.0,0,0,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.321057654185271,0.9470596510722283,0,0,0,13.1,1821.462,1461.296,2713.364,2309.0542857142855,2239.5107142857146,2433.3802,697.9999771627768,825.0929783005818,1461.296,3186.814
2007-01-20,3133.732,238.362,238.8674722222222,9.348055555555556,4324.0,5222.0,11440.0,31242.86666666667,2144.6125806451614,30.3,11.0,1.0,0.0,0.0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,1,0,0,13.1,1480.44,3186.814,1508.378,2311.789142857143,2151.4447142857143,2408.5366,694.1516376247639,842.595375198215,1480.44,3186.814
2007-01-21,3407.262,229.736,238.96811805555558,10.190694444444444,10346.0,5567.0,11599.0,29275.699999999997,2144.6125806451614,30.3,11.0,1.0,0.0,0.0,0,0,0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.3534446712740877,0.9354554315134164,1,0,0,13.1,3133.732,3011.038,2447.62,2304.2059999999997,2267.5414285714287,2455.7572666666665,683.2029966152071,842.2054109493772,1480.44,3133.732
2007-01-22,2180.494,168.642,241.60313194444444,6.355277777777778,1054.0,2983.0,11361.0,20943.566666666666,2144.6125806451614,30.3,11.0,1.0,0.0,0.0,0,0,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3694836834473831,0.9292372181882051,0,0,0,13.1,3407.262,2148.678,2241.36,2360.8094285714287,2336.0872857142854,2491.2880666666665,763.2486962030251,859.5184102510018,1480.44,3407.262
2007-01-23,1777.64,138.28,242.76255555555556,5.260833333333333,0.0,1064.0,5061.0,23502.333333333332,2144.6125806451614,30.3,11.0,1.0,0.0,0.0,0,0,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.38541335945432564,0.9227440286201427,0,0,0,13.1,2180.494,1686.404,1869.054,2365.3545714285715,2331.7397142857144,2404.858333333333,761.8683980913531,744.8421272133762,1480.44,3407.262
2007-01-24,2987.854,178.06,241.45769444444446,8.733611111111111,3464.0,2480.0,11744.0,32109.566666666666,2144.6125806451614,30.3,11.0,1.0,0.0,0.0,0,0,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0.4012289854475009,0.9159777842484877,0,0,0,13.1,1777.64,2847.688,2154.8,2378.3882857142858,2325.2101428571427,2379.1126,748.988888561486,752.956288671692,1480.44,3407.262
2007-01-25,1596.344,144.16,243.42436111111112,4.629305555555556,1158.0,262.0,11239.0,13946.733333333334,2144.6125806451614,30.3,11.0,1.0,0.0,0.0,0,0,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.4169258813287287,0.908940487313808,0,0,0,13.1,2987.854,1821.462,2255.194,2398.412,2384.714,2387.2704,765.3219063740424,758.3425715892022,1480.44,3407.262
2007-01-26,1617.972,142.902,242.77179166666667,4.721388888888889,1163.0,261.0,8238.0,17304.2,2144.6125806451614,30.3,11.0,1.0,0.0,0.0,0,0,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.4324994021339788,0.901634220265486,0,0,0,13.1,1596.344,1480.44,1461.296,2366.252285714286,2337.6532857142856,2309.3448666666663,797.653617996707,712.6468482761862,1480.44,3407.262
2007-01-27,2044.072,148.242,241.61656944444442,5.949861111111111,1170.0,3896.0,12374.0,16627.86666666667,2144.6125806451614,30.3,11.0,1.0,0.0,0.0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.44794493940789115,0.8940611451454876,1,0,0,13.1,1617.972,3133.732,3186.814,2385.8997142857143,2348.8444285714286,2312.3186,773.5271592020779,709.4562948405412,1596.344,3407.262
2007-01-28,3092.35,153.606,240.30211805555555,9.133611111111112,3466.0,3997.0,12062.0,32014.166666666664,2144.6125806451614,30.3,11.0,1.0,0.0,0.0,0,0,0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.4632579225674917,0.88622350294858,1,0,0,13.1,2044.072,3407.262,3011.038,2230.234,2267.22,2311.3664,704.5135381486045,709.8081586920268,1596.344,3407.262
2007-01-29,1982.664,165.696,240.9295972222222,5.788888888888889,1123.0,294.0,15254.0,16373.400000000001,2144.6125806451614,30.3,11.0,1.0,0.0,0.0,0,0,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0.4784338202547012,0.8781236129591848,0,0,0,13.1,3092.35,2180.494,2148.678,2185.2465714285713,2273.028,2308.6316666666667,622.0554578939224,706.5188792764791,1596.344,3092.35
2007-01-30,1707.798,180.934,241.84087499999998,5.028194444444445,1123.0,1424.0,8149.0,17767.3,2144.6125806451614,30.3,11.0,1.0,0.0,0.0,0,0,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.49346814167723735,0.8697638720650646,0,0,0,13.1,1982.664,1777.64,1686.404,2156.985142857143,2261.169857142857,2281.3292,626.783336976828,702.621622791356,1596.344,3092.35
2007-01-31,2363.752,185.988,239.92113194444443,6.923611111111111,0.0,5950.0,15052.0,18393.86666666667,2144.6125806451614,30.3,11.0,1.0,0.0,0.0,0,0,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0.5083564379375122,0.8611467540480452,0,0,1,13.1,1707.798,2987.854,2847.688,2147.0077142857144,2262.698,2221.7826,634.3387130709979,671.2868608074575,1596.344,3092.35
2007-02-01,1824.76,150.264,240.3921388888889,5.3325000000000005,1170.0,386.0,13145.0,15711.666666666668,1838.8749122807017,88.0,13.0,6.0,3.0,0.0,0,0,0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.5230943033491326,0.8522748088519838,0,1,0,12.4,2363.752,1596.344,1821.462,2057.8502857142857,2228.131142857143,2208.9408666666664,532.075479781365,664.5039902258821,1596.344,3092.35
2007-02-02,1667.736,139.542,240.3343888888889,4.870833333333334,0.0,356.0,11338.0,16101.599999999999,1838.8749122807017,88.0,13.0,6.0,3.0,0.0,0,0,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.5376773767406141,0.8431506618282,0,0,0,12.4,1824.76,1617.972,1480.44,2090.481142857143,2228.3667142857144,2227.4583333333335,505.39019855666095,644.8646969147243,1617.972,3092.35
2007-02-03,4029.722,245.824,238.91019444444444,11.815972222222221,4746.0,4573.0,17834.0,40009.03333333334,1838.8749122807017,88.0,13.0,6.0,3.0,0.0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.5521013427459208,0.8337770129585915,1,0,0,12.4,1667.736,2044.072,3133.732,2097.5902857142855,2241.745,2249.2477333333327,497.9307688028224,612.6921800739652,1667.736,3092.35
2007-02-04,3595.94,186.494,239.63333333333333,10.565416666666668,3391.0,4597.0,14472.0,37472.333333333336,1838.8749122807017,88.0,13.0,6.0,3.0,0.0,0,0,0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.5663619330814524,0.8241566360566663,1,0,0,12.4,4029.722,3092.35,3407.262,2381.254571428571,2305.7442857142855,2274.9247333333333,880.7781662293204,669.9520579072821,1667.736,4029.722
2007-02-05,1645.28,147.228,240.81031249999998,4.820416666666667,896.0,2564.0,7849.0,16112.333333333332,1838.8749122807017,88.0,13.0,6.0,3.0,0.0,0,0,0,0.0,1.0,0.8660254037844386,0.5000000000000001,0.580454927809098,0.8142923779467267,0,0,0,12.4,3595.94,1982.664,2180.494,2453.196,2319.221285714286,2304.343933333333,965.0730599693816,708.1575097850484,1667.736,4029.722
2007-02-06,1273.48,142.566,241.26415972222225,3.7719444444444448,1185.0,405.0,4517.0,15117.666666666668,1838.8749122807017,88.0,13.0,6.0,3.0,0.0,0,0,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.5943761565849831,0.804187157621448,0,0,0,12.4,1645.28,1707.798,1777.64,2404.998285714286,2280.9917142857144,2308.9073333333336,1000.271865450207,703.2756722428579,1645.28,4029.722
2007-02-07,2328.018,177.708,241.14969444444444,6.791666666666667,3299.0,3513.0,11986.0,20002.300000000003,1838.8749122807017,88.0,13.0,6.0,3.0,0.0,0,0,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.6081214998935418,0.7938439653781019,0,0,0,12.4,1273.48,2363.752,2987.854,2342.9528571428573,2244.9802857142854,2269.769333333333,1062.2743505428066,727.5423564228637,1273.48,4029.722
2007-02-08,1801.414,138.896,241.79730555555554,5.248333333333334,2226.0,366.0,10157.0,17274.566666666666,1838.8749122807017,88.0,13.0,6.0,3.0,0.0,0,0,0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.6216868902665479,0.7832658619336791,0,0,0,12.4,2328.018,1824.76,1596.344,2337.8480000000004,2197.849142857143,2272.6579333333334,1062.2436007162696,727.5977011759637,1273.48,4029.722
2007-02-09,1620.198,158.066,241.74044444444445,4.727222222222222,0.0,3045.0,9770.0,14188.3,1838.8749122807017,88.0,13.0,6.0,3.0,0.0,0,0,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.6350683134867438,0.7724559775191742,0,0,0,12.4,1801.414,1667.736,1617.972,2334.5128571428572,2212.497,2270.403266666667,1064.1579677490595,728.9949678646591,1273.48,4029.722
2007-02-10,2829.328,192.974,240.0368263888889,8.303749999999999,5071.0,2831.0,14405.0,24848.466666666667,1838.8749122807017,88.0,13.0,6.0,3.0,0.0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.6482618097757122,0.7614175109532997,1,0,0,12.4,1620.198,4029.722,2044.072,2327.7217142857144,2212.656,2252.5832,1069.2617844808804,738.3918304327457,1273.48,4029.722
2007-02-11,3571.228,204.314,239.5061458333333,10.526805555555557,2430.0,4765.0,13114.0,39211.46666666667,1838.8749122807017,88.0,13.0,6.0,3.0,0.0,0,0,0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.6612634749656386,0.7501537286959042,1,0,0,12.4,2829.328,3595.94,3092.35,2156.236857142857,2268.7457142857143,2271.721,817.4022961185073,745.8642857191777,1273.48,3595.94
2007-02-12,1877.61,136.704,240.09850000000003,5.503472222222222,2227.0,399.0,11517.0,17150.5,1838.8749122807017,88.0,13.0,6.0,3.0,0.0,0,0,0,0.0,1.0,0.8660254037844386,0.5000000000000001,0.6740694616546161,0.7386679638813748,0,0,0,12.4,3571.228,1645.28,1982.664,2152.7065714285714,2302.951285714286,2342.052066666666,810.1693893449798,766.0158556678042,1273.48,3571.228
2007-02-13,1414.546,134.678,241.16685416666667,4.14375,0.0,2828.0,6256.0,14491.766666666666,1838.8749122807017,88.0,13.0,6.0,3.0,0.0,0,0,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.6866759803451553,0.726963615332308,0,0,0,12.4,1877.61,1273.48,1707.798,2185.8965714285714,2295.4474285714286,2298.4119333333333,790.435745028199,753.4192933246325,1273.48,3571.228
2007-02-14,2498.672,202.506,240.3753888888889,7.315138888888888,3295.0,3793.0,11579.0,22977.533333333333,1838.8749122807017,88.0,13.0,6.0,3.0,0.0,0,0,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.6990793005655562,0.7150441465537444,0,0,0,12.4,1414.546,2328.018,2363.752,2206.048857142857,2274.500857142857,2245.195533333333,764.6749749620038,757.7189415108522,1414.546,3571.228
2007-02-15,1985.346,165.964,240.66922222222223,5.820277777777778,0.0,2363.0,14028.0,16698.1,1838.8749122807017,88.0,13.0,6.0,3.0,0.0,0,0,0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.7112757519738152,0.7029130847082615,0,0,0,12.4,2498.672,1801.414,1824.76,2230.4280000000003,2284.138,2256.862,771.8979139843116,758.875150491786,1414.546,3571.228
